studentId,timestamp,testId,mcq_correct,mcq_total,tf_correct,tf_total,mcq_question_1,mcq_answer_1,mcq_question_2,mcq_answer_2,mcq_question_3,mcq_answer_3,mcq_question_4,mcq_answer_4,mcq_question_5,mcq_answer_5,sa_question_1,sa_answer_1,sa_question_2,sa_answer_2,sa_question_3,sa_answer_3,sa_question_4,sa_answer_4,sa_question_5,sa_answer_5,sa_question_6,sa_answer_6,sa_question_7,sa_answer_7,sa_question_8,sa_answer_8,sa_question_9,sa_answer_9,sa_question_10,sa_answer_10,sa_question_11,sa_answer_11,Q1,Q1_answer,Q2,Q2_answer,Q3,Q3_answer,Q1_rate,Q2_rate,Q3_rate
ID2.26,2025-08-04T01:47:04.824Z,bb_study2_prolific,0,5,0,0,Please select the audio condition that you received:,BB Only,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Either Ear Equally,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,6,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,5,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,5,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,Please type in how old you are (enter numeric values only):,33,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","When the sound began I felt annoyed since it felt ""noisy."" I lowered the volume a bit to suit my sensitivity and then at the 5 minute left timer it just became apart of background noise similar to ""white noise effect.""","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",I felt uncomfortable in the beginning (maybe first 5 minutes) because the sound felt overbearing.,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",I didn't realize how it felt relaxing or calming until the rubric appeared asking my emotional state but I could see how it could be useful for those feelings after getting over the initial sound playing. It took me about 4 minutes left for it to just fade into the background and stop annoying my auditory system.,0,-1,1
ID2.44,2025-08-04T01:47:24.261Z,bb_study2_prolific,0,5,0,0,Please select the audio condition that you received:,Pink Noise only,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,Please type in how old you are (enter numeric values only):,23,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",I felt a very soft sensation,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",Well overall everything was comfortable for me,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",I would take this activity as my daily meditation,1,1,1
ID2.24,2025-08-04T01:48:28.436Z,bb_study2_prolific,2,5,0,0,Please select the audio condition that you received:,Pink Noise only,Please indicate your sex:,Male,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?",Left Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,2,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,3,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,9,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,Please type in how old you are (enter numeric values only):,31,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","Initially I felt annoyed listening to the pink noise, but then after some time I sort of got used to it and didn't mind it as much. I was trying to think of other things happening in my life to try and make the experience feel less obtrusive. I do think I sort of became more relaxed as it kept going, but I am not sure if it's the sound itself or because I was trying to relax myself to not feel as bothered by it.","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","The instructions themselves were completely fine, and I actually think they were done very well. The only uncomfortable part was the noise itself.","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","I sort of already do this. I always have classical music playing in the background when I am doing work. I definitely see the benefit in doing this, I just don't really understand why the sound has to be so unpleasant. I feel like the improvement in mood could be equally improved listening to something more enjoyable.",0,0,0
ID2.4,2025-08-04T01:48:55.327Z,bb_study2_prolific,2,5,0,0,Please select the audio condition that you received:,BB + Pink Noise,Please indicate your sex:,Male,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?",Left Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,3,How CALM or STRESSED do YOU feel RIGHT NOW?,7,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,4,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,Please type in how old you are (enter numeric values only):,26,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",Channeling into an abstract space to focus,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",The difference in volume between the explanation and the actual binaural beats was very uncomfortable for me,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","Maybe, I think the setting up process before initiating the activity is crucial to the outcome.",0,-1,0
ID2.60,2025-08-04T01:49:22.822Z,bb_study2_prolific,3,5,0,0,Please select the audio condition that you received:,BB Only,Please indicate your sex:,Female,Which hand do you primarily use for writing?,Left Hand,"If you were to kick a ball towards a target, which foot would you naturally use?",Left Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?",Left Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,6,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,6,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,Please type in how old you are (enter numeric values only):,22,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","When the audio first started, i felt like most of my brain silenced a bit, though i didn't feel much calmer for most of the duration of it up until the very last few minutes when the audio became smoother, less crisp and more calm.","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","The impression is good, though as for the instructions part- I was not able to rewind the video once it paused, therefore I had to refresh the page and restart it in order to rehear the instructions, that was a bit uncomfortable. As for the listening, the process went very smoothly.","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","I would definitely play a similar audio in the background as I do work or study, as it does feel like it helps the mind focus better and relax.",1,0,1
ID2.64,2025-08-04T01:51:23.948Z,bb_study2_prolific,1,5,0,0,Please select the audio condition that you received:,BB Only,Please indicate your sex:,Male,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,9,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,3,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,5,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,Please type in how old you are (enter numeric values only):,38,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",I felt calm nothing too hush on the sound,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",they made me comfortable,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",yes i can,1,1,1
ID2.47,2025-08-04T01:52:27.324Z,bb_study2_prolific,1,5,0,0,Please select the audio condition that you received:,Silence,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,9,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,4,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,3,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,Please type in how old you are (enter numeric values only):,27,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","There was no sound playing so I kept on waiting to hear something, I felt impatient at the beginning but eventually grew calmer.","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",I was comfortable throughout the instructions but since I did not hear any sound I questioned whether I was passive while listening to the instructions and missed a further instruction,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",I would not say I experienced any effect,0,0,0
ID2.28,2025-08-04T01:52:45.134Z,bb_study2_prolific,1,5,0,0,Please select the audio condition that you received:,BB Only,Please indicate your sex:,Male,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Either Ear Equally,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,1,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,2,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,3,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,5,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,Please type in how old you are (enter numeric values only):,25,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","the sound caught me off guide, as i had opened the volume to 100, i felt so annoyed by the binary sound to such a extent that i had to minimise the sound to be able to think proper.","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",the instructions were very clear however the binary sound made me uncomfortable.,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","hell no, i can lose focus very early with those sounds",-1,-1,-1
ID2.56,2025-08-04T01:52:47.050Z,bb_study2_prolific,1,5,0,0,Please select the audio condition that you received:,Silence,Please indicate your sex:,Male,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,7,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,4,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,3,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,2,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,3,How CALM or STRESSED do YOU feel RIGHT NOW?,7,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,3,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,Please type in how old you are (enter numeric values only):,30,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",Shivers. I couldn't hear anything,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",No,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",No it's not comfortable for me,0,1,-1
ID2.7,2025-08-04T01:52:49.125Z,bb_study2_prolific,0,5,0,0,Please select the audio condition that you received:,BB Only,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,3,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,4,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,Please type in how old you are (enter numeric values only):,25,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",i was just uncomfortable,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",The instructions were easy to follow but the sound was honestly too much for 5 minutes,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","No, I didn't enjoy this experience at all and I definitely did't feel relaxed",-1,-1,-1
ID2.31,2025-08-04T01:53:01.028Z,bb_study2_prolific,1,5,0,0,Please select the audio condition that you received:,BB + Pink Noise,Please indicate your sex:,Male,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Either Ear Equally,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,Please type in how old you are (enter numeric values only):,24,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","At first, it felt like nothing was happening, with time I started experiencing thoughts of nature, about life, I had this positive feeling of relaxation.","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",The entire session was comfortable and no any issues. It was smooth and comfortable,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","This could help me relax, the sound of music felt calming and soothing, almost to that of nature.",1,1,1
ID2.38,2025-08-04T01:53:33.673Z,bb_study2_prolific,0,5,0,0,Please select the audio condition that you received:,BB Only,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,9,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,3,How CALM or STRESSED do YOU feel RIGHT NOW?,9,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,9,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,Please type in how old you are (enter numeric values only):,37,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",I feel free,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",Very good,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","Yes, I could use it because it helps me to relax",1,1,1
ID2.3,2025-08-04T01:53:39.142Z,bb_study2_prolific,1,5,0,0,Please select the audio condition that you received:,Silence,Please indicate your sex:,Male,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,5,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,Please type in how old you are (enter numeric values only):,23,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","I sadly did not hear anything. The experiment told me to set the tone to ""pink noise only"", after I set the pink noise volume to 0%. This meant that I heard silence.","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","As I set the tone to ""pink noise only"", and set the pink noise volume to 0%, it was silent for the entire period.","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","N/A, as previously stated it was silent.",0,0,0
ID2.10,2025-08-04T01:57:15.244Z,bb_study2_prolific,3,5,0,0,Please select the audio condition that you received:,BB + Pink Noise,Please indicate your sex:,Female,Which hand do you primarily use for writing?,Left Hand,"If you were to kick a ball towards a target, which foot would you naturally use?",Left Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?",Left Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,Please type in how old you are (enter numeric values only):,38,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","I felt calm and sleepy, I didn't have any images in my head and in fact I didn't think about anything, which seems strange to me because I suffer from anxiety and it's difficult for me to sleep because I think about many things.","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",was something easy,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",i really like to use this audio effect to try sleep i feel more tired after the audio,1,1,1
ID2.23,2025-08-04T01:57:32.880Z,bb_study2_prolific,1,5,0,0,Please select the audio condition that you received:,BB + Pink Noise,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?",Left Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,8,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,2,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,2,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,8,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,8,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,Please type in how old you are (enter numeric values only):,24,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",I felt like i was in the woods,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",At first i was very confused but i think it was a very peaceful and refreshing experience.,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","Yes, I would use this activity in the background whenever I want to relax and focus because it somehow helps you feel calm",1,1,1
ID2.52,2025-08-04T01:58:06.461Z,bb_study2_prolific,0,5,0,0,Please select the audio condition that you received:,BB + Pink Noise,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,3,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,Please type in how old you are (enter numeric values only):,20,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","I will not lie, it is quiet frustrating, the sounds are so uncomfortable for me","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","yes, the sound aspect is uncomfortable for me.","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","No, i will not.",-1,-1,-1
ID2.62,2025-08-04T01:58:13.518Z,bb_study2_prolific,0,5,0,0,Please select the audio condition that you received:,BB + Pink Noise,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,9,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,9,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,Please type in how old you are (enter numeric values only):,31,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",the sound got to be uncomfortable at some point,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",i felt uncomfortable with the noisy sound,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","no, the sound is not good for me",-1,-1,-1
